link,name,department,academic_interests,bio
https://pages.charlotte.edu/connections/people/ababcoc3/,Audrey Babcock,Music,breathing contemporary opera historical music language Judaism music music history   musical theatre opera producer singing voice,"Audrey Babcock is an Assistant Professor of Voice in the Department of Music. She is an award-winning mezzo-soprano who has gained notoriety for her commanding, powerful performances as Carmen, her dark, hypnotic portrayals of Maddalena in Rigoletto, and her emotionally raw performances as Aldonza in The Man of La Mancha. As Carmen, Babcock made her French debut with the Festival Lyrique-en-Mer and has performed the role with companies such as Florentine Opera, Nashville Opera, Florida Grand Opera, New York City Opera, San Antonio Opera, Knoxville Opera, Opera Delaware, Toledo Opera, Anchorage Opera, Dayton Opera, Fort Worth Opera, Mill City Summer Opera, and Utah Festival Opera and most recently with Bar Harbor Music Festival where she completed her 115th performance of the fiercest of the Femme Fatales.    Babcock discerns her research focuses along two tracts; the physical mechanisms of the breathing apparatus as pertains to the act of singing and specific arenas of musical history. To the singing mechanism, Ms. Babcock’s research pertains to the pelvic floor, pelvic health, and its tangible use in partnership with the deconstruction of breath. She is unpacking the relationship of the pelvic diaphragm to the global singing instrument from laryngeal stabilization to simultaneous neurological calm and full-bodied sonic vitality. Embodying these tools, Babcock’s Masterclass series, The Full-Bodied Voice, has brought her to colleges and Young Artist programs across the US and abroad from Fort Worth Opera to California Institute of the Arts. The series, from inspiration to creation, directly addresses how life and society has retrained the perfect breath we were born to take. From the ancient traditions of Kundalini Yoga and other kinesthetic practices she takes these tools from practice to performance. Babcock’s other arena of research involves bringing historical music and language into a modern context investigating Sephardic music, the Ladino language, and music created prior to and through the diaspora (post expulsion from Spain). The cross-pollination of Arabic (Moorish), Catholic, and Jewish art and culture in Spain circa 1400 A.D., as well as the following aurally transmitted diasporic song tradition, are her specific focuses.  Having spent much time under the tutelage of the late Nico Castel (who wrote the first book of ladino songs widely available to the public), her first album, Songs for Carmen, was born. SFC, a concept album, recorded under her Hebrew name, Aviva, hinges on the legend that the original Carmen may have been a Sephardic Jew and not a Gypsy. Babcock’s concert series, Beyond Carmen, her work with the ensemble Flamenco Sephardit and her Choreopoem – Carmen; Shadow of my Shadow, are all beneficiaries and extensions of this life-long pursuit. See more on her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/barreola/,Brian Arreola,Music,contemporary opera immigration music opera   performing arts singing voice,"Dr. Brian Arreola is Professor of Voice & Opera Workshop at UNC Charlotte. He has appeared in lead and supporting tenor roles with opera companies across the US and Europe, including Minnesota Opera, Opera Theatre of St. Louis, Opera Carolina, Toledo Opera, New Orleans Opera, Grachtenfestival (Netherlands), Iford Opera (UK), and others. His singing of the standard operatic canon has been met with critical praise, with the Washington Post hailing him as a “ringing and handsome tenor,” in the 2019 In Series production of Madama Butterfly. The Toledo Blade enthused of his 2016 appearance as the title character in Toledo Opera’s Roméo et Juliette, “Tenor Brian Arreola created a Roméo whose persona churned from petulant adolescent to ardent lover, and finally impetuous hero. His voice was rich, lyric, and particularly expressive in the final death duet.” Dr. Arreola seeks to advance the work of composers from underrepresented groups, appearing in productions of Terence Blanchard’s “Opera in Jazz,” Champion, collaborating with Vietnamese-American composer P.Q. Phan on multiple operas and concerts, and recording a CD of songs by Asian and Asian-American composers, released by Albany Records in 2019. Dr. Arreola’s UNC Charlotte students have been national prizewinners in the National Opera Association’s Opera Production Competition and the National Association of Teachers of Singing Student Auditions. They have received graduate fellowships at Indiana University, Louisiana State University, UW Milwaukee, and Arizona State University, and are working in the Charlotte region and beyond as educators and performers. See more on his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/drusse19/,David Russell,Music,chamber music music orchestra   performing arts violin,"David Russell is the Anne R. Belk Distinguished Professor of Violin in the Department of Music. Mr. Russell previously served on the Violin Faculty at The Cleveland Institute of Music for 24 years and was Visiting Violin Faculty at Oberlin College Conservatory of Music. He is Founder and Director of Mountaintop Mastercourse for Violin, held annually in Elizabethtown, NY. He has been a member of the faculty of some of the world’s most prestigious violin schools, including Ivan Galamian’s Meadowmount School of Music, the ENCORE School for Strings, Keshet Eilon International Violin Mastercourse (Israel), ARIA International Summer Music Academy, Green Mountain Chamber Music Festival, and LMFL courses in Llandovery, Wales, Bristol, U.K., and Le Chambon-Sur-Lignon, France. He has been a Distinguished Member of the Jury at international competitions such as the Sion-Valais International Violin Competition (Switzerland), and the International Violin Competition of Buenos Aires (Argentina), as well as at several important U.S. national competitions. He has given numerous recitals and masterclasses across North and South America, the Middle East, Europe, and Asia, and was the featured artist in the “World String Masters” performance and masterclass series in Lisbon, Portugal, as well as the featured teacher for the Guest Masterclass series at the Conservatorio Superior de Musica of Cordoba, Spain. Artistic Director for the North American Premier of “Violins of Hope-Charlotte”, a two-week series of concerts, lectures, films and museum exhibitions featuring 18 violins restored from the Holocaust by Israeli violinmaker Amnon Weinstein, Mr. Russell performed as a soloist with the Charlotte Symphony, along with renowned soloists such as Shlomo Mintz, Pedro Eustache, Hillel Zori and Cihat Askin. See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/dsavage/,Dylan Savage,Music,biomechanics chamber music entrepreneurship   music performing arts piano,"Dylan Savage is a Bösendorfer Concert Artist, a Capstone Records Recording Artist, and a winner of the Rome Festival Orchestra Competition. He is author of the book The Transposed Musician: Teaching Universal Skills to Improve Performance and Benefit Life, GIA Publications. It is the first book to present a comprehensive and systematic method for teaching universal skills within the context of the music lesson. Dr. Savage is co-author of the piano pedagogy book A Symposium for Pianists and Teachers: Strategies to Develop the Mind and Body for Optimal Performance, Heritage Music Press. He is the author of numerous articles found in Clavier, Clavier Companion, American Music Teacher, and Pianoforte magazines. Dr. Savage pioneered the use of slow-motion video analysis to help pianists improve performance and minimize injury. His research in biomechanics, wellness, and entrepreneurship has resulted in numerous master-classes at top music schools and national/international conferences. For decades, Savage has used live music performance to teach in-depth practices of universal skills and continuous improvement to people in non-music disciplines. Applying universal skills to the study of music and to life is the foundation of his studio teaching at UNC Charlotte. His work has been featured in television spots on NBC and PBS affiliates. Dr. Savage has degrees in piano from the Oberlin Conservatory and Indiana University Jacobs School of Music. Drawing inspiration from the outdoors, he can often be found skiing, hiking, biking, or canoeing.         See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/esulli12/,Elizabeth Sullivan,Music,chamber music contemporary music first generation college students music music education   oboe orchestra performance practices performing arts women and music,"Oboist Elizabeth Sullivan currently serves as Assistant Professor of Oboe and Musicianship at the University of North Carolina at Charlotte. She is active as a recitalist, orchestral musician, and pedagogue with a strong commitment to engagement with local public schools and music educators. Prior to joining the faculty at UNC Charlotte, Dr. Sullivan held teaching positions at Eastern Illinois University and Daytona State College. Her students have gone on to pursue music degrees at the undergraduate and graduate level at prominent music programs such as Florida State University, University of Florida, the University of Illinois at Urbana-Champaign, Arizona State University, and the Cincinnati Conservatory of Music. Dr. Sullivan works to highlight the music of underrepresented composers, written for uncommon chamber ensembles, by presenting lectures and recitals at national and international conferences such as NACWPI, College Music Society, National Flute Association and Music By Women conferences. Many of these events include performances with Trio Village, which as an ensemble seeks to promote the music of women and the community that can be found within the musician’s world. Dr. Sullivan holds a Doctor of Musical Arts degree and Master of Music degree from the University of Illinois at Urbana-Champaign, where she was the recipient of the Bill A. Nugent Fellowship, and a Bachelor of Music degree from Stetson University. Elizabeth’s primary teachers include John Dee, Dr. Ann Adams, Eric Olsson, and Janet Mascaro. See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/emillard/,Eric Millard,Music,music orchestra   performing arts trumpet,"Eric Millard is the Assistant Professor of Trumpet in the Department of Music. Millard regularly performs with the Charlotte Symphony and was formerly the Third/Associate Principal trumpet with the Tallahassee Symphony. Millard has also performed with the Charlotte Ballet, Opera Carolina, Boise Philharmonic, Ballet Idaho, Pensacola Symphony, Sinfonia Gulf Coast, Northwest Florida Symphony, and Albany Symphony.  Millard’s fond interest in chamber music has led him to cofound both the Bluegrass Brass and Garnet and Brass quintets and he currently performs with the UNC Charlotte Faculty Brass Quintet. In addition to brass quintets, Millard has won prizes at the National Trumpet Competition (NTC) and performed at the International Trumpet Guild Conference with multiple trumpet ensembles. Playing in a wide range of styles, Millard has also performed in numerous shows, including most recently, the national tour of “Aladdin the Musical”. As a soloist, Millard has won prizes at prestigious competitions such as the International Trumpet Guild (ITG) Solo Competition, NTC, Music Teachers National Association Solo Competition, and the U.S. Army Band National Collegiate Solo Competition and has won concerto competitions at both of his alma maters.  Recently, Eric has been a member of ensembles that have been invited to perform at festivals and conferences including the Concert Band Directors National Association Conference, the North Sea and Montreux Jazz Festivals, Florida State Music Teachers Association Conference, and the ITG Conference. See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/eposada/,Eric Posada,Music,arts education choral choral conducting choral music conductor   director music music education performing arts,"Dr. Eric Posada is a visiting professor of Choral Music in the Department of Music. He is a vibrant and diverse conductor, choral educator, and mentor with sixteen years’ experience at the elementary, middle, high school, collegiate, university, community, church, and professional levels. Previous appointments for Posada include Director of Choral Music at Tyler Junior College and Associate Director of Choral Activities at Texas A&M University. A native of McAllen, Texas, Dr. Posada founded the Rio Grande Valley’s first professional chorus, Pasión, and serves as the ensemble’s Artistic Director.      In addition to his work in academia, Dr. Posada has served fourteen years as a director of music in liturgical settings, the highlight of which was a performance at Notre-Dame de Paris. Additionally, Posada has held conducting posts with community choruses such as the East Texas Symphony Chorus, Brazos Valley Chorale, and The Lubbock Chorale. In 2010, the Texas Choral Directors Association awarded him with the Abbott-IPCO Professional Scholarship. A champion of philanthropic work, Dr. Posada’s non-profit organization, Pasión, provides the highest artistic product and administers to the counties of South Texas. Throughout his career, Dr. Posada has had the distinct honor and privilege of collaborating with esteemed colleagues and ensembles across the world. During the summer of 2021, Posada will lead a choral festival at St. John’s Smith Square, London alongside composer Shawn Kirchner. In 2019, Dr. Posada’s students from Tyler Junior College had the opportunity to perform under the direction of two-time GRAMMY award winner Craig Hella Johnson. Recently, Posada’s professional chorus, Pasión, presented the Concert World Premiere of and recorded composer Michael John Trotta’s Light Shines in the Darkness. The album was released on iTunes in 2018 and reached #11 on the classical music charts. While at Texas A&M University, Dr. Posada’s choruses performed at Carnegie Hall and toured across Germany and Canada. Noteworthy partnerships during this tenure included projects with the internationally acclaimed Nordic Choir and composers Ola Gjeilo and Shawn Kirchner, as well as the World Premiere of Michael John Trotta’s Tu Sola Remedio. Postdoctoral work for Dr. Posada has included study with GRAMMY award-winner Jerry Blackstone and Dan Bara. Moreover, in 2017 Chorus America honored Posada with a Conducting Fellowship to attend their summer conducting academy at California State University, Fullerton. Dr. Posada earned his Doctor of Musical Arts degree in choral conducting from Texas Tech University and served as a graduate assistant under the tutelage of Richard Bjella. Prior to his doctoral studies, Posada was a graduate assistant of Allen Hightower and completed his Master of Music degree in choral conducting at Sam Houston State University. In 2003, Dr. Posada received his Bachelor of Music degree with a concentration in Teacher Preparation, also from Texas Tech, at which his conducting teachers were John Dickson, Pamela Elrod, and Gary Lewis.  See more on his profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/eorman/,Evelyn Orman,Music,arts education bands directing music music education   performing arts teacher education technology in education Virtual Reality technology,"Evelyn K. Orman is a Professor of Music Education in the Department of Music. Currently a member of the National Association of Music Education Society for Research in Music Education Executive Committee (2018-2024), Dr. Orman is widely recognized as one of the top scholars in the world in the field of music education. She served as the United States Commissioner for the International Society for Music Education Research Commission, the 2016-2018 Chair for the International Society for Music Education Research Commission, and currently serves as Secretary of the International Society for Music Education Research Commission. She is a past member of the editorial boards of Update: Applications of Research in Music Education (one of the top 5 journals in the field) and the Journal of Research in Music Education (the preeminent journal in music education). Dr. Orman’s research appears in leading peer-reviewed journals, including the American Journal of Distance Education, Journal of Band Research, Journal of Music Teacher Education, Journal of Music Therapy, Journal of Research in Music Education, and Update. She regularly presents her research at the most prestigious venues in the field, including the National Association for Music Education, the Clifford K. Madsen International Symposium on Research in Music Behavior, and the International Society for Music Education’s Research Commission and World Conference. Dr. Orman has served as a Director of Bands at the middle school, high school, and collegiate levels. Her previous university posts include positions at the University of West Alabama, George Mason University, and, most recently, as the Julian R. & Sidney Nicolle Carruth Professor of Music Education at Louisiana State University, and Distinguished Professor of Music Education at UNC Charlotte. See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/fspano/,Fred Spano,Music,arts education choral conducting choral music disability diversity diversity issues equality   LGBTQ LGBTQ culture liturgical music music music education performing arts students with special needs,"Fred P. Spano is the Interim Chair for the Department of Music at UNC Charlotte. He serves the department also as an Associate Professor of Music Education. Spano’s areas of research include LGBTQ issues in music education as well as teaching music to students with special needs. He has presented music education research and workshops for state, regional, national, and international conferences, has been published research in music education journals, and has co-authored two textbooks with Nicole Robinson and Suzanne Hall, Teaching Elementary Music: Integrative Strategies Between Music and Other Subjects and Teaching General Music: A K-12 Experience, and has adjudicated and conducted honor choirs in the Southeast. Spano has several years of experience teaching in K-12 schools in the US, Iraq, and Ecuador. Dr. Spano earned the BA degree in Music Education from William Penn University, the MM degree in Music Education from Westminster Choir College, and the Ph.D. degree in Music Education from Florida State University. See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jyost2/,Jacqueline Yost,Music,arts education aural skills music music education   musicianship organ performing arts,"Jacqueline Yost is a Lecturer of Ear Training and Music Theory in the Department of Music, and also serves as the applied instructor for organ. She holds the BM and DMA in organ performance and literature from the Eastman School of Music, where she also received the prestigious Harold Gleason Emerging Artist Award, Performer’s Certificate, and graduated with the highest distinction. In addition, she holds an MM in organ from the Cleveland Institute of Music and an additional MA in Music Theory Pedagogy from the Eastman School of Music.  She is also the Director of Music and Organist at the First Presbyterian Church in Concord.    View her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jagrymes/,James Grymes,Music,classical music holocaust Jewish music music music history   musicology performance Pop-Culture Pedagogy popular culture,"James A. Grymes is a Professor of Musicology in the Department of Music. Dr. Grymes is the author of Violins of Hope: Instruments of Hope and Liberation in Mankind’s Darkest Hour (HarperCollins, 2014). A stirring testament to the strength of the human spirit and the power of music, Violins of Hope tells the remarkable stories of violins played by Jewish musicians during the Holocaust, and of the Israeli violinmaker dedicated to bringing these inspirational instruments back to life. Composer John Williams describes Violins of Hope as “a work of research and scholarship that forms one of the most moving chronicles in the history of Western music,” and Publishers Weekly praises it for “breath[ing] new life into history.” Violins of Hope won the 2014 National Jewish Book Award in the Holocaust category and is currently being translated for publication in German, Japanese, and Thai. He is also a leading authority on the Hungarian musician Ernst von Dohnányi (1877-1960), a forgotten hero of the Holocaust resistance who was later falsely accused of Nazi war crimes. Dr. Grymes is the author of Ernst von Dohnányi: A Bio-Bibliography (Greenwood Press, 2001) and the editor of Ernst von Dohnányi: A Song of Life (Indiana University Press, 2002), which has been praised as being “undoubtedly indispensable” (Times Literary Supplement), “accurate and heartfelt” (Tempo), “inordinately recommendable” (Klang:punkte), and even “irreplaceable” (Hungarian Quarterly). Dr. Grymes also edited Perspectives on Ernst von Dohnányi (Scarecrow Press, 2005), a collection of essays that Classical Music calls “valuable” and “indispensable.” In addition to his books, Dr. Grymes has written essays for the Huffington Post and the Israeli music magazine Opus, and his articles have appeared in scholarly journals such as Acta Musicologica, Hungarian Quarterly, Music Library Association Notes, and Studia Musicologica. His internationally significant research has been published in English, French, German, Hebrew, and Hungarian. He has also presented papers on a wide variety of topics from the medieval period through the present at regional, national, and international conferences hosted by organizations such as the American Musical Instrument Society, American Musicological Society, American String Teachers Association, College Music Society, College Orchestra Directors Association, Institute for Musicology of the Hungarian Academy of Sciences, and Society for Ethnomusicology. He is a dynamic lecturer who has addressed audiences all over the country, including prominent venues such as Weill Recital Hall at Carnegie Hall. His lectures at UNC Charlotte have been featured in news stories by regional affiliates of CBS, Fox, NBC, and NPR, some of which have been rebroadcast nationwide, and he has been interviewed by national print and broadcast media including the New York Times, ABC News, and CNN about his classes. A recipient of teaching awards from the American Musicological Society and the University of North Carolina Board of Governors, Dr. Grymes has introduced his pedagogical innovations at national conferences hosted by the American Musicological Society, the Association for Technology in Music Instruction, the College Music Society, the National Association of Schools of Music, and the National Symposium on Music Instruction Technology. The techniques he pioneered for using the performances on American Idol to introduce the principles of music criticism is featured in a book on Pop-Culture Pedagogy in the Music Classroom: Teaching Tools from American Idol to YouTube (Scarecrow Press, 2011). The groundbreaking methodology he developed with composition professor John Allemeier to integrate composition and improvisation into the study of music history and literature was the subject of an article in the Journal of Music History Pedagogy. See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jdungee/,Jason Dungee,Music,,
https://pages.charlotte.edu/connections/people/jwhita16/,Jennifer Whitaker,Music,arts education instrumental music music music education   performing arts teacher effectiveness technology in education Virtual Reality technology,"Jennifer Whitaker is a Professor of Instrumental Music Education and the Coordinator of Music Education in the Department of Music. Whitaker’s experience in public schools includes teaching band in both elementary and secondary schools and orchestra at the middle school level. During her tenure as a public school band and orchestra director, ensembles under her direction received superior ratings at district and state festivals. Whitaker’s research interests include teacher effectiveness and technology in music teaching. She regularly presents research at regional, national, and international music education conferences, and her research is published in the Journal of Research in Music Education, Update: Applications of Research in Music Education, and the American Journal of Distance Education. She currently serves on the editorial board of the International Journal of Music Education: Research. Whitaker received a Bachelor of Music Education degree from George Mason University, and a Master of Music in Music Education and a Ph.D. in Music Education from Louisiana State University. She is a member of Pi Kappa Lambda, NAfME: The National Association for Music Education, the International Society for Music Education, the College Music Society, the North Carolina Music Educators Association, and the South Central District Band Association (NC). See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jmarks21/,Jeremy Marks,Music,brass instruments contemporary music orchestra   performing arts trombone,"Dr. Jeremy Marks is an Assistant Professor of Trombone in the Department of Music. He has served the International Trombone Association as the Web Assistant and the state representative for Louisiana’s chapter of T.A.P.A.S. (Trombone Artists Performing for Amateurs and Students), an education initiative by the International Trombone Association. In addition to teaching, he has been published in the International Trombone Association Journal and presented his research interest on bass trumpet at several conferences and festivals.Dr. Marks is the 2nd trombonist with Opera Carolina and the North Carolina Brass Band, bass trombonist of the Asheville Symphony Orchestra, and interim principal trombonist with the Western Piedmont Symphony Orchestra. In addition, he has performed with several other symphony orchestras, including Charlotte, Virginia, Baton Rouge, Austin (TX), and Canton (OH). His doubling credits on bass trombone, bass trumpet, and euphonium can be heard on the Naxos, Mark Customs, Arcadia, and Longhorn record labels. He is a member of the 2013 International Trombone Association Quartet Competition winner, Northside Trombone Quartet. Other performing credits include several regional, national, and international venues, such as the 2018 and 2019 International Trombone Festivals and the 2017 International Women’s Brass Conference. Dr. Marks’s primary teaching influences include Dr. Nathaniel Brickens, Dr. Steve Wolfinbarger, Dr. William Mathis, Garth Simmons, and Charles Villarrubia. He earned his Doctor of Musical Arts degree from The University of Texas at Austin, Master of Music from Western Michigan University, and Bachelor of Music from Bowling Green State University. See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jlinds32/,Jessica Lindsey,Music,arts and community body mapping chamber music clarinet contemporary music electroacoustic music gender and women's studies   orchestra performing arts saxophone symphony technology women and gender women’s studies,"Jessica Lindsey is an Associate Professor of Clarinet in the Department of Music. She teaches applied clarinet and leads the clarinet ensemble. Her research focuses on music by underrepresented composers and the intersections of music and technology.   Dr. Lindsey has taught clarinet, saxophone, and music-related courses as Visiting Music Faculty at the University of Alaska-Fairbanks and as an adjunct instructor at Doane College, Concordia University, Nebraska Wesleyan University, and Southeast Community College. Active in her local music communities, Dr. Lindsey has performed with the Fairbanks Symphony, Opera Fairbanks, ProMusica Colorado, the Lincoln Symphony, the Omaha Symphony, the Nebraska Chamber Orchestra, and the New Music Agency. Since 2012, Dr. Lindsey has been a member of Andover Educators, the organization that grants licensure in Body Mapping. She maintains an active outreach schedule, presenting at clinics, recitals, and chamber music concerts throughout the US, including the International Clarinet Association’s ClarinetFest®. Dr. Lindsey completed a Bachelor of Arts in Music and a Master of Music from the University of Nebraska-Lincoln and the Doctorate of Musical Arts at the University of Colorado Boulder. Her primary clarinet teachers include Daniel Silver, Diane Barger, and John Klinghammer; she has studied saxophone with Tom Myer.  See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jskillen/,Joe Skillen,Music,arts and community arts education arts entrepreneurship brass instruments brass pedagogy   curricular design entrepreneurship music music education performing arts,"Joseph Skillen is the Dean of the Department of Music. He has come to UNC Charlotte after 22 years at Louisiana State University (LSU), where he served in numerous capacities, most recently as the Galante Endowed Professor and associate dean for graduate studies in music and theatre in the College of Music and Dramatic Arts.      Skillen is a respected performer, teacher, and scholar. His scholarly work includes more than 40 publications, three book chapters, 12 professional recordings, musical transcriptions, and multiple solo performances on four continents. Current research interests include brass pedagogy, contemplative teaching practices, curricular design, commissioning and premiering new works for tuba, community engagement, and arts entrepreneurship. Prior to his engagement at LSU, Skillen was a principal tubist in American orchestras, and he has performed with touring ensembles across the United States, Europe, and Asia. As a Fulbright Scholar, Skillen studied in Stockholm, Sweden, at the Royal Music Academy and performed as a substitute tubist with the Royal Stockholm Philharmonic Orchestra. His performances have been broadcast in the U.S. on National Public Radio and on Sweden’s National Radio. He holds degrees in music education and music performance from Tennessee Technological University, Pennsylvania State University, and Michigan State University. See more on his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/jelrod6-2/,Jonah Elrod,Music,composition earth cycles and signals electronic music environment   environment and music environmental science music performing arts,"Dr. Jonah Elrod is a visiting professor of composition in the Department of Music. He is a composer who researches cycles and signals from the Earth and incorporates them into his music. His works are inspired by and engage with issues surrounding our environment and human perception of the natural world. His dissertation, Lilliputian Arctic Deviation (2018) for sinfonietta, utilized snow and ice extent data from the northern hemisphere to determine musical parameters and proportions. One of his most performed works, Urban Sky Glow (2016) for marimba and live electronics, is based on encroaching light pollution and its reduction of our view of the stars in the night sky. Urban Sky Glow was recorded by percussionist Brian Baldauff and has been published on his CD, Canyon, and also released on the Society of Composers, Inc. CD Series, vol. 33 (flux). He has also contributed three electronic works (It Means ‘Light,’ Blue Summer Dream, and Ambalangoda) to the Cities and Memory Global Sound Project, an extensive collection of fixed media works based on gathered soundscape recordings and photographs from recording artists and photographers.      In the summer of 2019, he collaborated with a student at Luther College and earned a research grant to explore the local soundscape and to create site-specific pop-up multimedia installations. Most of the music composed for the installations was created from manipulated recordings of the soundscapes, and some installations utilized MIDI controllers combined with Max/MSP patches to allow improvisation and interaction with the soundscapes in real-time. The installations also included the use of portable video projectors that displayed images and videos created from their explorations. His music has been performed at many new music festivals including the Society of Composers, Inc. National Conference, the John Donald Robb Composers Symposium, the New Music on the Bayou Festival, the Hot Air Music Festival, the TUTTI Festival, the New Music Gathering, and the New Gallery Series in Cambridge, MA. He earned his Ph.D. in music composition from the University of Iowa in 2018 where he also served as an associate director of the electronic music studios. He earned a Master of Music degree in music theory and composition from the University of New Mexico in 2013, and a Bachelor of Music degree in music education from the University of Arizona in 2003. He is currently a visiting professor (lecturer) at the UNC Charlotte where he teaches music composition, theory, and aural skills. In 2019–2020 he worked as a visiting assistant professor of music at Luther College, and in 2016–2017 he worked as an associate lecturer at the University of Wisconsin-Stevens Point. Dr. Elrod is currently a board member of the Iowa Composers Forum and is a member of the American Composers Forum, Society of Composers, Inc. (SCI), the Society of Electro-Acoustic Music in the United States (SEAMUS), The International Alliance for Women in Music (IAWM), The Society of Music Theory (SMT), and the College Music Society. See more on his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/kklotz1/,Kelsey Klotz,Music,1950s American Musical Culture american culture american popular music American studies critical race studies cultural studies ethnomusicology jazz music   music history musicology performing arts popular music studies race western art music white privilege world musics,"Dr. Kelsey Klotz is a lecturer in UNC Charlotte’s Department of Art & Art History and primarily teaches LBST 1103, Arts in Society: Music. Previously, she served as a postdoctoral fellow at Emory University with the Fox Center for Humanistic Inquiry. Dr. Klotz graduated with a Ph.D. in Musicology and a graduate certificate in American Culture Studies from Washington University in St. Louis in 2016, where she also earned a Teaching Citation. Dr. Klotz received a Bachelor of Arts degree in Music, with a piano concentration, from Truman State University.  In 2016, Dr. Klotz was the recipient of Washington University’s Dean’s Award for Teaching Excellence. As an educator, Dr. Klotz teaches critical listening as a method for musical analysis and encountering perspectives different from one’s own. Past courses she has taught include “Hearing Race in 1950s American Musical Culture,” “History of Jazz,” “World Musics,” and “From the Sorrow Songs to Black Lives Matter: Music and Black Political Protest.”  Dr. Klotz is currently working on a book manuscript titled Dave Brubeck and the Performance of Whiteness, under contract with Oxford University Press. The project examines white cool jazz pianist Dave Brubeck’s career, music, and reception in the 1950s and 1960s. By analyzing fan letters, unreleased outtakes, private recordings, business documents, reviews, articles, and interviews, Dr. Klotz uncovers the modes of whiteness inherent in critics’, audiences’, and Brubeck’s mid-century constructions of whiteness. Her previous articles have been published in Dædalus: The Journal of the American Academy of Arts & Sciences, American Studies, the Journal of Jazz Studies, and Jazz Perspectives.  Dr. Klotz has presented her research at meetings of the Society for Ethnomusicology, the Society for American Music, the American Studies Association, the American Studies Association, the Feminist Theory in Music conference, and various regional meetings. In 2016, she received the Charles Seeger Prize for the best student paper at the 2015 national meeting of the Society for Ethnomusicology. Her work has been supported by the Brubeck Travel Grant, the Berger-Carter Jazz Research Grant, and the Dissertation Fellowship from Washington University’s Center for the Humanities.    See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/mfrisch2/,Mira Frisch,Music,arts and community cello cultural diversity diversity   music orchestra performing arts string chamber music,"Mira Frisch is a Professor of Cello and the Director of String Chamber Music in the Department of Music. She has performed as a recitalist and chamber musician throughout the United States and in Bermuda, Italy, and France. Her recordings as a member of Duo XXI, with violinist Anna Cromwell, were released on the Albany Records label in 2010 and 2014. The ensemble’s performance was called “beautifully played” by American Record Guide and their “precise ensemble playing” was noted by Fanfare Magazine. Dr. Frisch can also be heard on the album There Lies the Home, produced by Cantus; and the Albany recordings Songs of the Fisherman, an opera for tenor, dancer, and chamber ensemble; and Dark Dances, a recording of the chamber music of John Allemeier. She has presented at national conferences of the American String Teachers Association, College Music Society, Music Teachers National Association, and the Society of Composers. In the Carolinas, Dr. Frisch has performed as guest principal cellist with the Charleston Symphony, as a section cellist with the Charlotte Symphony Orchestra, and with the Madison Park String Quartet. She is past-president of the North Carolina Chapter of the American String Teachers Association. Dr. Frisch received the Bachelor of Arts degree in Music and Mathematics from Saint Olaf College, the Master of Music degree in Cello Performance from the Cleveland Institute of Music, and the Doctor of Musical Arts degree in Cello Performance from the University of Minnesota.  See more on her faculty profile at coaa.uncc.edu >>"
